date,ntl_mean,ntl_sum,ntl_n
2016-12-21,6.101715117814678,12697.669160172343,2081
2016-12-22,6.087985025023337,12669.096837073565,2081
2016-12-23,5.522638547583763,11492.61081752181,2081
2016-12-24,5.478144571077704,11400.0188524127,2081
2016-12-25,5.57709290730959,11605.930340111256,2081
2016-12-26,6.288953753323408,13087.312760666013,2081
2016-12-27,7.1016736299914776,14778.582824012265,2081
2016-12-28,6.635533281068055,13808.544757902622,2081
2016-12-29,5.379773072379246,11195.307763621213,2081
2016-12-30,5.1318854801482106,10679.453684188426,2081
2016-12-31,6.1104124713472485,12715.768352873623,2081
2017-01-01,10.74803642086964,22366.66379182972,2081
2017-01-02,6.481153497919046,13487.280429169536,2081
2017-01-03,6.101404820767118,12697.023432016373,2081
2017-01-04,4.978176147891374,10359.58456376195,2081
2017-01-05,6.715302620124267,13974.5447524786,2081
2017-01-06,5.851679438477179,12177.34491147101,2081
2017-01-07,6.467079598504955,13457.992644488811,2081
2017-01-08,6.494484065267929,13515.02133982256,2081
2017-01-09,5.011774608257179,10429.502959783187,2081
2017-01-10,6.526274655312336,13581.17755770497,2081
2017-01-11,5.298889450201137,11026.988945868565,2081
2017-01-12,6.458589041926252,13440.32379624853,2081
2017-01-13,5.606339157986151,11666.79178776918,2081
2017-01-14,5.359898999403924,11153.949817759569,2081
2017-01-15,6.285515462217968,13080.157676875591,2081
2017-01-16,5.433498801815792,11307.111006578663,2081
2017-01-17,6.132426464433411,12761.57947248593,2081
2017-01-19,6.122886871882562,12741.727580387613,2081
2017-01-20,4.856427264848705,10106.225138150156,2081
2017-01-21,5.040504804558619,10489.290498286486,2081
2017-01-22,5.800587218453511,12071.022001601756,2081
2017-01-23,6.561487681916676,13654.455866068602,2081
2017-01-24,5.493618300545322,11432.219683434814,2081
2017-01-25,4.741373505144381,9866.798264205456,2081
2017-01-26,4.814784130850849,10019.565776300617,2081
2017-01-27,5.630575608736883,11717.227841781452,2081
2017-01-28,6.242982305211303,12991.64617714472,2081
2017-01-29,6.264266607432605,13035.938810067251,2081
2017-01-30,5.092879184102394,10598.28158211708,2081
2017-01-31,5.019860971873874,10446.330682469532,2081
2017-02-01,5.421146980139969,11281.406865671275,2081
2017-02-02,5.049754988604414,10508.540131285788,2081
2017-02-03,6.183619700311354,12868.112596347928,2081
2017-02-04,5.776871802484915,12021.670220971107,2081
2017-02-05,5.134304230371271,10684.487103402616,2081
2017-02-06,5.176465556194674,10772.224822441116,2081
2017-02-07,6.101781725639129,12697.807771055028,2081
2017-02-08,6.124157631287332,12744.37203070894,2081
2017-02-09,6.202079765126288,12906.527991227806,2081
2017-02-10,5.04895834120232,10506.882308042026,2081
2017-02-11,4.740872203504575,9865.75505549302,2081
2017-02-12,5.739217238364887,11943.31107303733,2081
2017-02-13,6.149564347419206,12797.243406979367,2081
2017-02-14,5.449577104245214,11340.56995393429,2081
2017-02-15,6.08116496905348,12654.90430060029,2081
2017-02-16,5.136818776697508,10689.719874307511,2081
2017-02-17,5.734145855925823,11932.757526181638,2081
2017-02-18,6.94401354038106,14450.492177532986,2081
2017-02-19,6.258104631293284,13023.115737721324,2081
2017-02-21,5.29483721979546,11018.556254394352,2081
2017-02-22,6.184093195567304,12869.09793997556,2081
2017-02-23,6.828459982299736,14210.02522316575,2081
2017-02-24,6.382416499410754,13281.808735273778,2081
2017-02-25,5.491128671160689,11427.038764685392,2081
2017-02-26,6.387407973505367,13292.195992864668,2081
2017-02-27,5.100447513664331,10614.031275935473,2081
2017-02-28,5.172348357278787,10763.656931497157,2081
2017-03-01,7.8024469545376895,16236.892112392932,2081
2017-03-02,6.540704040802883,13611.2051089108,2081
2017-03-03,4.564470509986417,9498.663131281734,2081
2017-03-04,6.401954164783121,13322.466616913676,2081
2017-03-05,5.63706514421906,11730.732565119864,2081
2017-03-06,6.013614850948488,12514.332504823804,2081
2017-03-07,6.322893718031093,13157.941827222705,2081
2017-03-08,6.551281304907364,13633.216395512223,2081
2017-03-11,6.164201703091304,12827.703744133005,2081
2017-03-12,6.588226932091554,13710.100245682524,2081
2017-03-13,5.780609035682772,12029.44740325585,2081
2017-03-14,5.5716558497231885,11594.615823273954,2081
2017-03-15,5.618203562850393,11691.481614291668,2081
2017-03-16,5.8757456714345135,12227.426742255222,2081
2017-03-17,7.199123552858074,14981.376113497652,2081
2017-03-19,6.554229048060603,13639.350649014115,2081
2017-03-20,6.3894121603989245,13296.366705790162,2081
2017-03-21,5.415464522838879,11269.581672027707,2081
2017-03-22,7.312744791750608,15217.821911633016,2081
2017-03-23,6.514569392131533,13556.81890502572,2081
2017-03-24,5.602322860929268,11658.433873593807,2081
2017-03-25,5.48323621881919,11410.614571362734,2081
2017-03-27,6.283154492124607,13075.244498111308,2081
2017-03-28,6.69377330340112,13929.742244377732,2081
2017-03-29,5.69656727983939,11854.55650934577,2081
2017-03-30,5.087383739190183,10586.84556125477,2081
2017-03-31,6.44644135136492,13415.0444521904,2081
2017-04-01,6.480975030041096,13486.90903751552,2081
2017-04-02,5.435736152270503,11311.766932874918,2081
2017-04-03,5.701897689652867,11865.649092167616,2081
2017-04-04,4.9680704898283725,10338.554689332845,2081
2017-04-05,5.487642104711056,11419.783219903708,2081
2017-04-06,5.971925745202507,12427.57747576642,2081
2017-04-07,7.0824299535149295,14738.53673326457,2081
2017-04-08,6.574875712174415,13682.316357034955,2081
2017-04-09,5.782643120313409,12033.680333372204,2081
2017-04-10,5.171674222095432,10762.254056180594,2081
2017-04-11,5.374320063511324,11183.960052167064,2081
2017-04-12,5.619567385276641,11694.319728760687,2081
2017-04-13,5.516285451169916,11479.390023884596,2081
2017-04-14,5.160040331686678,10738.043930239975,2081
2017-04-15,6.5314292793074005,13591.9043302387,2081
2017-04-16,6.294425973929161,13098.700451746585,2081
2017-04-18,6.1010481367618965,12696.281172601506,2081
2017-04-19,5.504910026187796,11455.717764496803,2081
2017-04-22,5.526479216649634,11500.603249847887,2081
2017-04-23,7.554529164027618,15720.975190341473,2081
2017-04-24,6.636732340202716,13811.039999961851,2081
2017-04-25,5.746273911526316,11957.996009886265,2081
2017-04-26,5.134449391554663,10684.789183825254,2081
2017-04-27,5.847208960390847,12168.041846573353,2081
2017-04-28,6.649576763302474,13837.76924443245,2081
2017-04-29,7.411641383088019,15423.625718206167,2081
2017-04-30,5.895123988647749,12267.753020375969,2081
2017-05-01,5.664362063335147,11787.53745380044,2081
2017-05-02,6.735413349387968,14016.39518007636,2081
2017-05-03,6.675569898288219,13891.860958337784,2081
2017-05-04,6.7056988443765775,13954.559295147656,2081
2017-05-05,5.738499299056939,11941.81704133749,2081
2017-05-06,5.538207220263575,11525.0092253685,2081
2017-05-07,5.635931735307852,11728.37394117564,2081
2017-05-08,6.756087491642335,14059.418070107698,2081
2017-05-09,6.415286085010291,13350.210342906415,2081
2017-05-10,6.765985004149166,14080.014793634416,2081
2017-05-11,5.433150885784206,11306.386993316934,2081
2017-05-14,5.999377894742036,12484.705398958176,2081
2017-05-15,5.659785639670091,11778.01391615346,2081
2017-05-16,5.57975464186406,11611.46940971911,2081
2017-05-17,5.400527475760683,11238.49767705798,2081
2017-05-18,5.400868489171152,11239.207325965166,2081
2017-05-19,6.7374242991567055,14020.579966545103,2081
2017-05-20,7.180359349857724,14942.327807053924,2081
2017-05-21,5.512213330066072,11470.915939867496,2081
2017-05-22,6.789539198114115,14129.031071275473,2081
2017-05-23,6.789105804808033,14128.129179805515,2081
2017-05-24,5.441513279462765,11323.789134562016,2081
2017-05-25,6.361512913949096,13238.30837392807,2081
2017-05-26,6.598814880701855,13732.13376674056,2081
2017-05-27,5.325809423816657,11083.009410962462,2081
2017-05-28,6.648455823458828,13835.43656861782,2081
2017-05-29,6.198525913628977,12899.132426261902,2081
2017-05-30,6.004643713766311,12495.663568347692,2081
2017-05-31,6.461370895096226,13446.112832695246,2081
2017-06-01,6.665957847820458,13871.858281314371,2081
2017-06-02,6.486667178589125,13498.75439864397,2081
2017-06-03,6.681860840561183,13904.95240920782,2081
2017-06-04,6.45881316124505,13440.79018855095,2081
2017-06-05,6.458534603956362,13440.210510833189,2081
2017-06-07,6.646395720297122,13831.149493938312,2081
2017-06-09,5.250263863123698,10925.799099160417,2081
2017-06-11,6.338370886962935,13190.149815769866,2081
2017-06-12,5.352017919021868,11137.549289484508,2081
2017-06-13,6.633846862562062,13805.03532099165,2081
2017-06-14,5.941246986467927,12363.734978839757,2081
2017-06-16,6.970620163282713,14505.860559791328,2081
2017-06-17,6.170389561900034,12840.58067831397,2081
2017-06-18,5.060522285090909,10530.94687527418,2081
2017-06-19,6.150029225497794,12798.210818260908,2081
2017-06-20,6.6552071205587815,13849.486017882824,2081
2017-06-21,6.900124795659696,14359.159699767828,2081
2017-06-22,6.295993847028674,13101.96319566667,2081
2017-06-23,4.974737221399275,10352.42815773189,2081
2017-06-25,6.4087536952806055,13336.61643987894,2081
2017-06-26,5.6270379289333095,11709.865930110216,2081
2017-06-27,6.1022772892256985,12698.83903887868,2081
2017-06-28,6.42849700500162,13377.702267408373,2081
2017-06-29,6.409195480296269,13337.535794496536,2081
2017-06-30,4.905480414399844,10208.304742366076,2081
2017-07-01,6.147643989942885,12793.247143071145,2081
2017-07-02,6.274702068763762,13057.65500509739,2081
2017-07-03,5.617648434891029,11690.326393008232,2081
2017-07-04,4.924798485330238,10248.505647972226,2081
2017-07-05,5.160049091386378,10738.062159175051,2081
2017-07-06,5.284992670434035,10998.069747173227,2081
2017-07-07,5.995769479497171,12477.196286833612,2081
2017-07-08,6.193209324034753,12888.068603316322,2081
2017-07-09,4.964103235394691,10330.298832856352,2081
2017-07-10,4.485898648320658,9335.15508715529,2081
2017-07-11,5.342003196311518,11116.70865152427,2081
2017-07-12,6.415524159834247,13350.705776615068,2081
2017-07-13,6.357807791989219,13230.598015129566,2081
2017-07-15,5.77914189431657,12026.394282072784,2081
2017-07-16,5.602588245468836,11658.986138820648,2081
2017-07-17,6.642572014721926,13823.192362636328,2081
2017-07-18,5.432479903223651,11304.990678608418,2081
2017-07-19,4.737141429074735,9857.991313904524,2081
2017-07-20,5.271334872995931,10969.647870704532,2081
2017-07-21,5.030449064512026,10468.364503249526,2081
2017-07-23,7.071738732471196,14716.288302272558,2081
2017-07-24,5.368980326828964,11172.848060131071,2081
2017-07-25,6.303842477804763,13118.296196311712,2081
2017-07-26,4.992232682733854,10388.83621276915,2081
2017-07-27,5.459478343925128,11361.174433708193,2081
2017-07-28,6.003528313531376,12493.342420458794,2081
2017-07-29,6.350446008951374,13215.27814462781,2081
2017-07-30,5.470536875035945,11384.1872369498,2081
2017-07-31,5.2335147780475,10890.944253116846,2081
2017-08-01,5.132729821855892,10681.210759282112,2081
2017-08-03,5.780523557801306,12029.269523784518,2081
2017-08-04,6.205629074082301,12913.914103165269,2081
2017-08-05,4.888654363344874,10173.289730120685,2081
2017-08-06,5.880100516856066,12236.489175577472,2081
2017-08-07,5.404456404752937,11246.67377829086,2081
2017-08-08,5.501219475657511,11448.03772884328,2081
2017-08-09,5.4728112259610295,11388.920161224902,2081
2017-08-10,4.338875646409361,9029.20022017788,2081
2017-08-11,4.827697180326784,10046.43783226004,2081
2017-08-12,5.226437210685367,10876.215835436247,2081
2017-08-13,7.033942542140896,14637.634430195203,2081
2017-08-14,6.135086620780552,12767.115257844329,2081
2017-08-15,5.132143045964005,10679.989678651094,2081
2017-08-16,5.489353561926953,11423.34476236999,2081
2017-08-17,5.012576827330981,10431.172377675772,2081
2017-08-18,6.056371201221786,12603.308469742537,2081
2017-08-19,6.377304157795781,13271.16995237302,2081
2017-08-20,5.247829667654592,10920.733538389206,2081
2017-08-21,5.773495491524261,12014.644117861986,2081
2017-08-22,4.8319066541304325,10055.197747245433,2081
2017-08-23,5.287899931209813,11004.11975684762,2081
2017-08-24,6.85887981433527,14273.328893631697,2081
2017-08-25,6.266222692320749,13040.00942271948,2081
2017-08-26,5.259999492538198,10946.058943971992,2081
2017-08-27,5.527052328327079,11501.795895248652,2081
2017-08-28,5.706726668231594,11875.698196589949,2081
